,level_upper,Название технического места
5962,05-ZIF-2ORP-1OIZ-PU09-KIPA,Оборудование КИПиА
5963,05-SGE-CTVS-UTVS-UEXP-ST2P-VPU2-PUMP,Насосы
5964,71-TRA-AVTR-AVTP-TR95,Микроавтобус №Р043ЕТ124
5965,11-ZIF-Z123-ORP3-UIKR-PU34-VA02,Клапан отсечной
5966,11-ZIF-ZIF4-GMO4-USOC-TA21-KIPA,Оборудование КИПиА
5967,05-SGE-CTVS-KZIF-KTL1-CS03-HT07-KIPA,Оборудование КИПиА
5968,71-TRA-AVTR-AVT2-TR4J,Самосвал №С979КТ
5969,71-TRA-AVTR-AVT1-TR2K,Автомобиль специальный №Х130НС124
5970,05-ZIF-2ORP-1OIZ-HC01-HC13,Гидроциклон I.006.20
5971,11-ZIF-Z123-ORP3-USGN-TA02-KIPA,Оборудование КИПиА
5972,72-OMK-TRUC-TRC2,Автобус специальный УЗСТ В096СА124
5973,73-VER-TRUC-TR37,Автомобиль грузопассажирский №О764ХУ
5974,71-TRA-AVTR-AVT2-TR5C,Автоцистерна №У171ХН24
5975,71-LES-UGEN-MAOS,Мачта освещения №10
5976,73-BOD-TRUC-TR25,Полуприцеп №АМ6418
5977,72-OMK-TRUC-TR89,Автобус специальный №В938КВ49
5978,11-ENC-TEC1-KTKV-HEEX,Теплообменники
5979,11-ZIF-ZIF4-ORP4-UGRT-MQ05-VALV,Запорно-регулирующая арматура поз.43-13
5980,05-SGE-CTVS-UTVS-UEXP-ST2P-VPU1-KIPA,Оборудование КИПиА
5981,03-ZIF-ORPO-ROAD,"Тротуары, дороги, ж/д пути"
5982,11-ICC-LPMP-SPEC,Оборудование специального назначения
5983,73-BOD-AVRM-MACH,Оборудование станочное
5984,11-ZIF-ZIF4-ORP4-KMDR-CN04,Конвейер ленточный №80-4
5985,72-OMK-TRUC-TRB4,Лековой автомобиль №С074СВ124
5986,05-ZIF-2ORP-2OGR-TA07,Бак для воды I.740.1
5987,11-ZIF-Z123-GMO3-UFLT-KO10-KIPA,Оборудование КИПиА
5988,11-RUD-CBVZ-SB06,Станок буровой №24
5989,11-CSP-UDES-BLDN,Здания производственные и бытовые
5990,05-ZIF-3GMU-1OSC-5UOB,Участок обезвреживания
5991,11-ZIF-ZIF4-GMO4-UOPL-OV03-KIPA,Оборудование КИПиА
5992,72-OMK-TRUC-TR21,Автогидроподъемник №А841АЕ49
5993,11-ZIF-Z123-ORP2-UPRR-LIFT,Оборудование грузоподъемное
5994,05-ZIF-2ORP-1OIZ-HC01-HC03,Гидроциклон I.006.11
5995,11-ZIF-Z123-OBOK-BIO2-PI03-KIPA,Оборудование КИПиА
5996,11-ZIF-ZIF4-GMO4-UOSH-PU24-KIPA,Оборудование КИПиА
5997,11-OZH-OZVP-BL03-LIFT,Оборудование грузоподъемное
5998,03-RUD-ENSK-MAST,Мачты осветительные
5999,05-PAL-BL03-VENT,Вентиляторы
6000,11-ZIF-ZIF4-ORP4-UFLT-TA12,Зумпф №6г
6001,71-TRA-AVTR-AVT3-TR2S,Полуприцеп №МУ263524
6002,11-ZIF-Z123-GMO2-USR2-SIZE,Оборуд-е для классификации по крупности
6003,11-ZIF-Z123-ORP3-UIKR-ML05,Мельница шаровая №36-2
6004,05-ZIF-4GTS-PPNS-PU02,Насос ц/б I.120
6005,03-POS-CONT,Резервуары
6006,11-ZIF-Z123-ORP3-UFLT-PU53,Насос центробежный №81-1
6007,11-ZIF-ZIF4-ORP4-UIZK-PU25-KIPA,Оборудование КИПиА поз.34-9
6008,05-SGE-CSPS-UPST-TCHP-PW01-VENT,Вентиляторы
6009,11-ZIF-Z123-OBOK-BIO3-MQ16,Флотомашина №31-29
6010,72-OMK-TRUC-TR61,Автомобиль грузовой №В632РВ49
6011,11-ZIF-ZIF4-UPRG-PU23-VALV,Запорно-регулирующая арматура
6012,05-SGE-CTVS-KZIF-KTL1-CS03-HT09-KIPA,Оборудование КИПиА
6013,11-ZIF-ZIF4-ORP4-UFLT-SC12-KIPA,Оборудование КИПиА
6014,05-ZIF-3GMU-1OSC-5USK-PU01,Насос ц/б I.796.1
6015,11-ZIF-Z123-GMO3-UDEL-TA14-KIPA,Оборудование КИПиА
6016,05-SGE-CSPS-UPST-RDK6-BB01,Секция шин №1
6017,11-ENC-TEC2-MILL,Оборудование дробильно-размольное
6018,11-RUD-VOST-ENSL-TRAN,Автотранспорт
6019,11-ZIF-Z123-ORP1-UIKR-PU26,Насос центробежный
6020,11-ZIF-Z123-GMO3-PW02,Комплектная трансформаторная подстанция
6021,05-SGE-CTVS-UTVS-UEXP-SKOS-RVZK,Станция комплекс. очистки РОСА ВЖК Омчак
6022,05-ZIF-1RDK-AS01,АРМ операторская РДКК
6023,03-KON-0PLA-TRAN,Автотранспорт
6024,11-ICC-LOMS-TANK,Оборудование емкостное
6025,11-ZIF-Z123-PLAV-OV05,Печь обжига №23-4
6026,11-ZIF-Z123-GMO2-USR2-TA40,Колонна сорбции №157-4/7
6027,05-ZIF-4GTS-KSGU-TANK,Оборудование емкостное
6028,11-ZIF-Z123-GMO1-USRB-TA08,Колонна сорбции №103/1-3
6029,05-SGE-CTVS-UTVS-UEXP-ST2P-NS22-SELC,Силовая электроника
6030,11-ZIF-Z123-STKM-UKM2-KO16,Компрессор ц/б №К-5
6031,11-ZIF-Z123-OBOK-BIO3-TANK,Оборудование емкостное
6032,72-OMK-TRUC-TR15,Авт. легковой №А596АН49
6033,11-MGO-CRGT-ENSL-PUMP,Насосы
6034,70-TRA-TR04,Автомобиль легковой №E833PM124 (T001TT)
6035,11-ZIF-ZIF4-GMO4-USOC-PU11-KIPA,Оборудование КИПиА
6036,05-KAR-UOGR-W201-EAPP,Аппараты электрические
6037,03-ZIF-ORPO-GROH-PI09,"Трубопровод всаса насосов поз.23-1,2"
6038,11-ZIF-Z123-GMO2-UREG-TA27-KIPA,Оборудование КИПиА
6039,05-SGE-CTVS-UTVS-UEXP-ST2P-VPU1-PUMP,Насосы
6040,71-TRA-AVTR-AVT3-TR80,Полуприцеп сортиментовоз
6041,11-ZIF-Z123-ORP3-UFLT-VENT,Вентиляторы
6042,11-ZIF-Z123-GMO2-USR2-TA41,Колонна сорбции №157-4/8
6043,74-TRA-TR58,Прицеп-самосвальный №МС2993
6044,05-ZIF-2ORP-1OIZ-PU13-KIPA,Оборудование КИПиА
6045,11-ZIF-ZIF4-HVHZ-PU07,Насос центробежный №2-3
6046,11-CSP-UPSG-PVID,ПС 110/6 Видная
6047,03-ZIF-0DSK-0PSU-SPEC,Оборудование специального назначения
6048,11-ZIF-Z123-GMO3-BLDN,Здания производственные и бытовые
6049,11-ZIF-Z123-ORP1-UFLT-PU09-KIPA,Оборудование КИПиА
6050,11-ZIF-ZIF4-ORP4-UFLT-PU47,Насос центробежный №10А-2
6051,03-ZIF-ORPO-UFLT-MPEQ,Оборудование обогатительное
6052,11-ZIF-Z123-ORP2-UIKR-PU08-KIPA,Оборудование КИПиА
6053,11-ZIF-ZIF4-ORP4-UDSF-DY02,Сгуститель №68-2
6054,05-KAR-UTTR-K801,Самосвал карьерный №13
6055,11-ZIF-Z123-OBOK-OFZF-PU28-KIPA,Оборудование КИПиА
6056,11-ZIF-ZIF4-GMO4-USOC-PU10,Насос центробежный резерв
6057,11-RUD-CGTR-SEBT-CD65,Самосвал карьерный №766
6058,05-ZIF-1RDK-HT01-SELC,Силовая электроника
6059,11-ZIF-ZIF4-GMO4-PU06,Насос №140-5
6060,05-ZIF-2ORP-KIPA,Оборудование КИПиА
6061,03-RUD-EKSK-OOBR-EX03,Экскаватор №1208
6062,11-ZIF-Z123-ORP3-VE30,Вентилятор центробежный №В-6
6063,11-RUD-CGTR-SEBT-CC36,Самосвал карьерный №437
6064,11-ZIF-Z123-GMO2-UREG-TA11-KIPA,Оборудование КИПиА
6065,11-ZIF-ZIF4-GMO4-UFLT-SC01-KIPA,Оборудование КИПиА
6066,03-ZAP-ZPOS-KOTL-DCMT,Машины электрические
6067,11-ZIF-Z123-GMO3-UFLT-FI03,Фильтр-пресс №185-3
6068,11-ZIF-ZIF4-GMO4-USOC-TA21,Емкость расходная №150а
6069,73-BOD-SKLA-SGSM-PUMP,Насосы
6070,71-TRA-AVTR-AVT2-TR5J,Автоцистерна №У549ХН24
6071,71-TRA-AVTR-AVT2-TR95,Прицеп №МР085824
6072,11-CSP-UPSG-PVID-TRNS,Трансформаторы
6073,11-ZIF-Z123-UPPR-KIIZ-HCCL,Гидроциклоны
6074,11-ENC-VODZ-DOSR-WL05,Здание насосной станции скважины №6
6075,11-ZIF-Z123-BL07,"Здание главного корпуса №ОРП-1,2"
6076,11-ZIF-ZIF4-GMO4-ASKT-DI05-KIPA,Оборудование КИПиА
6077,71-LES,ПП Лесосибирск
6078,11-ZIF-Z123-UOSO-TA20,Чан контактный №5-5
6079,11-RUD-CGTR-SETT-UCTT-BZ31,Бульдозер гусеничный №3305
6080,03-ZIF-0DSK-0DSU-SIZE,Оборуд-е для классификации по крупности
6081,11-ENC-TEC2-PUMP,Насосы
6082,71-TRA-AVTR-AVT3-TR7M,Тягач седельный №К162ОМ
6083,11-RUD-VOST-UGVS-E105,Экскаватор электрический №17
6084,73-VER-TRUC-TR73,Автобус вахтовый №Р396УР
6085,11-RUD-CGTR-SEBT-CC30,Самосвал карьерный №431
6086,11-RUD-VOST-UGVS-P701,Экскаватор гидравлический №04
6087,11-ZIF-Z123-OBOK-BIO1-PI09,Пульподелитель 2-х струйный №122
6088,11-ZIF-Z123-GMO2-UREG-LIFT,Оборудование грузоподъемное
6089,05-SGE-CSPS-UPST-PW11,ТП-49 СЗ-8 ВКПО-306
6090,05-ZIF-5UPR-PU21,Насос ц/б I.245.2
6091,11-ZIF-ZIF4-ORP4-UIZK-PU30-VA01,Клапан отсечной №1
6092,11-ZIF-ZIF4-GMO4-USOC-TA01-KIPA,Оборудование КИПиА
6093,11-ZIF-Z123-GMO2-UOBZ-TA02-KIPA,Оборудование КИПиА
6094,71-TRA-AVTR-AVT3-TR2Q,Полуприцеп №МУ263224
6095,11-ZIF-Z123-OBOK-BIO3-LIFT,Оборудование грузоподъемное
6096,03-POS-BL12,Административно-бытовой корпус (ПР) АБК
6097,11-ZIF-Z123-ORP3-PUMP,Насосы
6098,05-ZIF-2ORP-1OIZ-HC01-HC23,Гидроциклон I.006.8
6099,05-ZIF-5UPR-PU40,Насос химический I.285.2
6100,05-AHB-BL19,Здание столовой ЗИФ
6101,11-ZIF-Z123-GMO1-OPBI-UPMS-KIPA,Оборудование КИПиА
6102,11-GRS-UKAR,Участок каротажный ГРС
6103,11-ZIF-Z123-ORP1-UFLT-MQ01,Флотомашина №80-2
6104,11-MGO-CRGT-RGTT-SPEC,Оборудование специального назначения
6105,05-AHB-CS05-SY01,Пункт тепловой Ангар КТ
6106,71-TRA-AVTR-AVT3-TR0N,Полуприцеп №МР536024
6107,11-ZIF-Z123-GMO1-UREG-TA12-KIPA,Оборудование КИПиА
6108,11-ZIF-Z123-UOSO-TA21-ASUT,АСУТП
6109,72-OMK-TRUC-TR85,Автомобиль пассажирский №В837КА49
6110,03-ZIF-PW02,Здание транс.подстанции с электрощит.
6111,05-SGE-CTVS-KZIF-KTL1-CN03,Питатель качающийся Топливоподача
6112,05-ZIF-5UPR-TA21-KIPA,Оборудование КИПиА
6113,11-ZIF-Z123-ORP3-UFLT-MQ08,Флотомашина №42-14
6114,03-ZIF-ORPO-CNST,Сооружения
6115,05-ZIF-2ORP-2OGR-TA16,Распред. пит. I.756.2
6116,05-SGE-CSPS-UPST-PW29-DISD,Устройства распределительные
6117,71-TRA-AVTR-AVTP-TR31,Автобус вахтовый №В937ОВ49
6118,03-ZIF-ORPO-UIZR-HCCL,Гидроциклоны
6119,05-ZIF-3GMU-1OSC-2UIK-PU10,Насос ц/б I.805.2
6120,03-POS-BL07-KIPA,Оборудование КИПиА
6121,11-ZIF-Z123-UPPR-KPRK-TA10-KIPA,Оборудование КИПиА
6122,11-ZIF-Z123-ORP1-UIKR-PU02-KIPA,Оборудование КИПиА
6123,11-ZIF-Z123-UPPR-KPRK-TA10,Чан контактный №А-08
6124,11-ZIF-Z123-STKM-UKM2-KO10-KIPA,Оборудование КИПиА
6125,03-ZIF-ENSZ-SH01,Тиристорный возбудитель ВТЦ1
6126,03-POS-CS05,Здание насосной станции р.Ныгри (ПР)
6127,03-ZIF-ORPO-UPFL-PU05-KIPA,Оборудование КИПиА
6128,05-KAR-UTTR-B703,Самосвал карьерный №36
6129,03-POS-BL28,Площадка склада ВМ (Соор.9)-Лаборатория
6130,11-ZIF-Z123-GMO2-USR1-PI03-KIPA,Оборудование КИПиА
6131,05-SGE-CSPS-UPST-UEPS-EAPP,Аппараты электрические
6132,03-RUD-EKSK-VOBR-LF05,Погрузчик поз.1309
6133,11-ZIF-Z123-ORP3-BL02,Здание крупного дробления
6134,11-ZIF-Z123-GMO1-UREG-TA21-KIPA,Оборудование КИПиА
6135,11-ZIF-ZIF4-ORP4-UIZK-TA15-VA02,Клапан отсечной
6136,71-TRA-RFLT-FL11,Теплоход поз.Е-4-0192
6137,11-ZIF-Z123-GMO3-PW01-DISD,Устройства распределительные
6138,11-ZIF-Z123-ORP3-PU04,Насос центробежный №90
6139,11-ZIF-Z123-OBOK-BIO4-TA09-KIPA,Оборудование КИПиА
6140,11-ZIF-Z123-GMO1-OPBI-UPMS-FILT,Оборудование для фильтрации
6141,71-PPE-TEHS-GRUZ-EQUI,Оборуд-е ремонтное и диагностическое
6142,05-ZIF-3GMU-2ODR-TA03,Колонна кислотной промывки угля I.151.1
6143,05-SGE-CSPS-UPST,Участок подстан.
6144,05-SGE-CSPS-UPST-PW03-TRNS,Трансформаторы
6145,03-ZIF-ORPO-GROH-PU02,Насос поз.21C-2
6146,11-ZIF-ZIF4-GMO4-UOSH-PU19-KIPA,Оборудование КИПиА
6147,11-ZIF-Z123-ORP1-UFLT-PU11,Насос центробежный №93-2
6148,05-SGE-CSPS-UPST-PW24-DISD,Устройства распределительные
6149,11-ZIF-ZIF4-GMO4-ASKT-DI10,Дозатор NaCN на поз.121
6150,11-ZIF-ZIF4-UPRG-PW01-TRNS,Трансформаторы
6151,05-SGE-CTVS-KZIF-KTL1-TH04-ASUT,АСУТП
6152,11-ZIF-Z123-GMO1-OPBI-SHLD,"Шкафы, щиты, панели"
6153,11-ZIF-Z123-ORP2-UIKR-PU02,Насос центробежный №13-2
6154,05-ZIF-2ORP-2OGR-MQ31-KIPA,Оборудование КИПиА
6155,11-ZIF-Z123-ORP2-UFLT-PU36,Насос центробежный №68-2
6156,11-ZIF-ZIF4-HVHZ-PU09-KIPA,Оборудование КИПиА
6157,11-ENC-VODZ-ENAS-STNS-LIFT,Оборудование грузоподъемное
6158,11-RUD-CGTR-SETT-UDOT-OS10,Автогрейдер №3706
6159,11-ZIF-Z123-OBOK-BIO1-PO01-DISD,Устройства распределительные
6160,72-OMK-TRUC-TR2R,Автоцистерана №А998АН49
6161,72-OMK-TRUC-TRC7,Автофургон № С106СВ124
6162,11-ZIF-Z123-ORP2-UFLT-PU17-KIPA,Оборудование КИПиА
6163,11-ZIF-Z123-GMO1-UREG-PU24,Насос центробежный №184-4
6164,05-PAL-FU01-PUMP,Насосы
6165,11-ZIF-Z123-STKM-UNGR-BL01-CS01,Здание насосная градирня №2
6166,11-ENC-TEC1-ZOT1-CNST,Сооружения
6167,11-ZIF-ZIF4-HVHZ-DISD,Устройства распределительные
6168,11-ZIF-Z123-ORP3-PW03-DISD,Устройства распределительные
6169,11-ZIF-Z123-ORP2-UPRR,Участок приготовления реагентов ОРПиО-2
6170,14-DCT-DCMT,Машины электрические
6171,05-ZIF-5UPR-PU38,Насос ц/б I.283.2
6172,11-RUD-CGTR-SETT-UCTT-EX06,Экскаватор гидравлический №15
6173,11-ZIF-Z123-GMO2-USR1-TA19,Колонна сорбции №152-2/3
6174,03-ZIF-0GMO-USRB-CNST,Сооружения
6175,11-RUD-VOST-ENSL-WELD,Оборудование сварочное
6176,73-BOD-TRUC-TR1C,TOYOTA LAND CRUIZER PRADO E946BC138
6177,11-ZIF-ZIF4-GMO4-UFLT-PU01,Насос центробежный герм. №120б-1
6178,11-ZIF-Z123-OBOK-BIO1-PO01-TRNS,Трансформаторы
6179,05-SGE-CSPS-UPST-PW76-DD02,Яч. РУ-6 кВ ТП-88 СК-9 Лагуна
6180,05-ZIF-2ORP-2OGR-SI05,Грохот вибр. I.751.3
6181,11-ZIF-Z123-STKM-UNGR-BLDN,Здания производственные и бытовые
6182,11-ZIF-Z123-ORP1-UFLT-TA01,Зумпф №80а
6183,11-ZIF-Z123-UPPR-KIIZ-PWCO,Подстанции трансформаторные
6184,03-POS-KIPA,Оборудование КИПиА
6185,11-ZIF-Z123-GMO1-UREG-TA11,Колонна регенерации №115-1
6186,05-ZIF-2ORP-2OGR-MQ05,Концентратор гравитац. I.046.13
6187,11-RUD-CGTR-SEBT-CC31,Самосвал карьерный №432
6188,11-RUD-CGTR-SEBT-CD68,Самосвал карьерный №769
6189,71-PPE-SKLA-REGB-VENT,Вентиляторы
6190,11-ZIF-ZIF4-GMO4-UDKU-PU10,Насос центробежный №295-3
6191,05-KAR-UOGR-PF04,Погрузчик фронтальный №3
6192,11-ZIF-Z123-ORP2-UFLT-TA04-KIPA,Оборудование КИПиА
6193,11-ZIF-ZIF4-ORP4-UPRR-PU05-VALV,Запорно-регулирующая арматура поз.102
6194,11-PAL-KIPA,Оборудование КИПиА
6195,71-TRA-AVTR-AVT3-TR7T,Тягач седельный
6196,71-PPE-TEHS-UGEN,ПП Еруда. Участок главного энергетика
6197,03-ZIF-0GMO-UOBS-LIFT,Оборудование грузоподъемное
6198,05-ZIF-5UPR-PU01-KIPA,Оборудование КИПиА
6199,11-ZIF-Z123-ORP2-UFLT-MQ12-KIPA,Оборудование КИПиА
6200,11-ZIF-Z123-ORP3-UFLT-PU22-KIPA,Оборудование КИПиА
6201,05-ZIF-2ORP-2OGR-MQ13,Концентратор гравитац. I.046.4
6202,11-ZIF-Z123-GMO1-UREG-TA32,Чан контактный №152
6203,11-ENC-TEC2-BO01-HEAT,Оборудование отопления и кондиционир-я
6204,14-OZH,Общепроизводственное хозяйство КУР
6205,11-ZIF-ZIF4-ORP4-KKDR-LIFT,Оборудование грузоподъемное
6206,12-TRC-TR27,Автомобиль легковой №B901OH124
6207,71-TRA-AVTR-AVT3-TR2F,Полуприцеп сортиментовоз №МС9369
6208,11-ZIF-Z123-ORP2-UIKR-PIPE,Трубопроводы
6209,11-ZIF-Z123-ORP2-UIKR-PU03,Насос центробежный №13-3
6210,11-RUD-CGTR-SEBT-CD47,Самосвал карьерный №748
6211,14-OZH-MACH,Оборудование станочное
6212,11-ZIF-Z123-GMO3-USRB-TA13-KIPA,Оборудование КИПиА
6213,11-ZIF-Z123-OBOK-BIO2-PW01,Комплектная трансформаторная подстанция
6214,11-RUD-CGTR-SEBT-SPCT-TR04,Автомобиль столовая №88
6215,11-OZH-OZVP-BL22-LIFT,Оборудование грузоподъемное
6216,72-OMK-TRUC-LF11,Кран автомобильный №А817АЕ49
6217,11-ZIF-Z123-ORP3-UGRT-PU04,Насос центробежный №91-2
6218,05-SGE-CSPS-UPST-PW72-DD02,Яч. РУ-6 кВ СК-5 Скв. №129
6219,11-ZIF-Z123-OBOK-BIO1-TA19,Реактор биоокисления №106-4-2
6220,72-OMK-TRUC-TR90,Автобус специальный №В941КВ49
6221,11-ZIF-Z123-OBOK-BIO4-TA01-KIPA,Оборудование КИПиА
6222,03-ZIF-ORPO-UFLT-TA02,Зумпф хвостов флотации поз.32
6223,03-UTS-KTL1-CONV,Оборудование транспортно-конвейерное
6224,11-RUD-KDRB-KDR1-MILL,Оборудование дробильно-размольное
6225,11-ZIF-Z123-ORP3-UFLT-PI07-KIPA,Оборудование КИПиА
6226,11-ZIF-Z123-OBOK-BIO3-PU07-KIPA,Оборудование КИПиА
6227,11-ZIF-Z123-GMO1-USRB-PU03,Насос центробежный №110-2
6228,71-TRA-AVTR-AVT3-TR2U,Полуприцеп-цистерна №МУ265824
6229,71-TRA-AVTR-AVT3-TR6T,Тягач седельный №С983КТ124
6230,11-OZH-HSBM-BL01,Здание подготовки и выдачи ВМ №ВМ
6231,05-ZIF-3GMU-1OSC-5USK-PU01-KIPA,Оборудование КИПиА
