,Завод,ЕО код,ЕО описание,Основной Класс ЕО код,Основной Класс ЕО описание,Класс ЕО код,Техместо код,Техместо описание,Вышестоящее техместо код,Вышестоящее техместо наименование,Дата начала эксплуатации
103,Олимпиадинский ГОК,100000062371,Самосвал карьерный 785C №405,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC05,Самосвал карьерный №405,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,06.05.2009
104,Олимпиадинский ГОК,100000062372,Самосвал карьерный 785C №407,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC07,Самосвал карьерный №407,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,08.06.2009
105,Олимпиадинский ГОК,100000062373,Самосвал карьерный 785C №409,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC09,Самосвал карьерный №409,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,24.06.2009
106,Олимпиадинский ГОК,100000038578,Дифференциал,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC75,Самосвал карьерный №527,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,29.06.2009
107,Олимпиадинский ГОК,100000055975,Гидротрансформатор №7TR00089,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC70,Самосвал карьерный №522,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,02.11.2009
108,Олимпиадинский ГОК,100000062374,Самосвал карьерный 785C №410,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC10,Самосвал карьерный №410,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,29.06.2009
109,Олимпиадинский ГОК,100000055925,Гидротрансформатор 785С GT 61-3,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC19,Самосвал карьерный №420,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,05.07.2012
110,Олимпиадинский ГОК,100000062375,Самосвал карьерный 785C №408,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC08,Самосвал карьерный №408,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,16.06.2009
111,Олимпиадинский ГОК,100000062376,Самосвал карьерный 785C №415,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC14,Самосвал карьерный №415,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,04.11.2009
112,Олимпиадинский ГОК,100000055915,Гидротрансформатор №5RT01853,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC13,Самосвал карьерный №414,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,02.10.2009
113,Олимпиадинский ГОК,100000062377,Самосвал карьерный 785C №414,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC13,Самосвал карьерный №414,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,02.11.2009
114,Олимпиадинский ГОК,100000062378,Самосвал карьерный 785C №412,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC12,Самосвал карьерный №412,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.10.2009
115,Олимпиадинский ГОК,100000062379,Самосвал карьерный 785C №411,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC11,Самосвал карьерный №411,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,02.10.2009
116,Олимпиадинский ГОК,100000062728,Экскаватор гидравл. PC3000-6 №501,E03_01,Экскаваторы гидравли,Экскаваторы гидравлические,11-RUD-VOST-UGVS-P601,Экскаватор гидравлический №501,11-RUD-VOST-UGVS-PC36,Экскаваторы PC3000-6,30.11.2009
117,Олимпиадинский ГОК,100000067189,Экскаватор гидравл. PC3000-6 №502,E03_01,Экскаваторы гидравли,Экскаваторы гидравлические,11-RUD-BLAG-UGBL-P601,Экскаватор гидравлический №502,11-RUD-BLAG-UGBL-PC36,Экскаваторы PC3000-6,30.11.2009
118,Олимпиадинский ГОК,100000038722,Дифференциал,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-KH17,Самосвал карьерный №238,11-RUD-CGTR-SEBT-K785,Самосвалы Komatsu HD785-5,17.09.2021
119,Олимпиадинский ГОК,100000056035,Гидротрансформатор,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-KH17,Самосвал карьерный №238,11-RUD-CGTR-SEBT-K785,Самосвалы Komatsu HD785-5,17.09.2021
120,Олимпиадинский ГОК,100000065562,Самосвал карьерный HD785-5 №238,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-KH17,Самосвал карьерный №238,11-RUD-CGTR-SEBT-K785,Самосвалы Komatsu HD785-5,23.03.2010
121,Олимпиадинский ГОК,100000038724,Дифференциал,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-KH19,Самосвал карьерный №240,11-RUD-CGTR-SEBT-K785,Самосвалы Komatsu HD785-5,17.09.2021
122,Олимпиадинский ГОК,100000056048,Гидротрансформатор,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-KH19,Самосвал карьерный №240,11-RUD-CGTR-SEBT-K785,Самосвалы Komatsu HD785-5,17.09.2021
123,Олимпиадинский ГОК,100000065563,Самосвал карьерный HD785-5 №240,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-KH19,Самосвал карьерный №240,11-RUD-CGTR-SEBT-K785,Самосвалы Komatsu HD785-5,23.03.2010
124,Олимпиадинский ГОК,100000056036,Гидротрансформатор,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-KH18,Самосвал карьерный №239,11-RUD-CGTR-SEBT-K785,Самосвалы Komatsu HD785-5,17.09.2021
125,Олимпиадинский ГОК,100000065564,Самосвал карьерный HD785-5 №239,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-KH18,Самосвал карьерный №239,11-RUD-CGTR-SEBT-K785,Самосвалы Komatsu HD785-5,23.03.2010
126,Олимпиадинский ГОК,100000065025,Погрузчик фронтальный Dressta 534C №4,E17_11,Погрузчики фронтальн,Погрузчики фронтальные,11-RUD-CGTR-SETT-UDST-LF01,Погрузчик фронтальный №04,11-RUD-CGTR-SETT-UDST-LIFT,Оборудование грузоподъемное,11.06.2010
127,Олимпиадинский ГОК,100000058920,Экскаватор гидравл. ЕК 270LC №17,E03_01,Экскаваторы гидравли,Экскаваторы гидравлические,11-RUD-CGTR-SETT-UCTT-EX07,Экскаватор гидравлический №17,11-RUD-CGTR-SETT-UCTT-EXCV,Экскаваторы,10.08.2010
128,Олимпиадинский ГОК,100000065910,Бульдозер К-702МБА-01-БКУ №11,E05_01,Бульдозеры колесные,Бульдозеры колесные,11-RUD-CGTR-SETT-UDST-BZ02,Бульдозер колесный №11,11-999-1105,Удал. оборудование КБЕ ГТК,10.08.2010
129,Олимпиадинский ГОК,100000045107,Коробка передач,E05_01,Бульдозеры колесные,Узлы,11-RUD-CGTR-SETT-UDST-BZ03,Бульдозер колесный №12,11-999-1105,Удал. оборудование КБЕ ГТК,10.08.2010
130,Олимпиадинский ГОК,100000065911,Бульдозер К-702МБА-01-БКУ №12,E05_01,Бульдозеры колесные,Бульдозеры колесные,11-RUD-CGTR-SETT-UDST-BZ03,Бульдозер колесный №12,11-999-1105,Удал. оборудование КБЕ ГТК,10.08.2010
131,Олимпиадинский ГОК,100000065965,Бульдозер К-703МА-12-04 №15,E05_01,Бульдозеры колесные,Бульдозеры колесные,11-RUD-CGTR-SETT-UDOT-BZ02,Бульдозер колесный №15,11-RUD-CGTR-SETT-UDOT-BLDZ,Выемочно-транспортирующие машины,10.08.2010
132,Олимпиадинский ГОК,100000062742,Бульдозер К-703МА-12-04 №14,E05_01,Бульдозеры колесные,Бульдозеры колесные,11-RUD-CGTR-SETT-UDOT-BZ01,Бульдозер колесный №14,11-RUD-CGTR-SETT-UDOT-BLDZ,Выемочно-транспортирующие машины,30.08.2010
133,Олимпиадинский ГОК,100000043264,Генератор постоянного тока,E03_02,Экскаваторы электрич,Узлы,11-RUD-VOST-UGVS-E503,Экскаватор электрический №23,11-RUD-VOST-UGVS-EG5A,Экскаваторы ЭКГ-5А,15.07.2010
134,Олимпиадинский ГОК,100000043576,ЭД асинх,E03_02,Экскаваторы электрич,Двигатели асинхронные,11-RUD-VOST-UGVS-E503,Экскаватор электрический №23,11-RUD-VOST-UGVS-EG5A,Экскаваторы ЭКГ-5А,15.07.2010
135,Олимпиадинский ГОК,100000062729,Экскаватор электрический ЭКГ-5А №23,E03_02,Экскаваторы электрич,Экскаваторы электрические,11-RUD-VOST-UGVS-E503,Экскаватор электрический №23,11-RUD-VOST-UGVS-EG5A,Экскаваторы ЭКГ-5А,15.07.2010
136,Олимпиадинский ГОК,100000062380,Самосвал карьерный 785C №424,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC23,Самосвал карьерный №424,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,20.05.2011
137,Олимпиадинский ГОК,100000045015,Двигатель внутр.сгорания №26834540,E05_02,Бульдозеры гусеничны,Узлы. ДВС,11-RUD-CGTR-SETT-UCTT-BZ57,Бульдозер гусеничный №53,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,22.10.2014
138,Олимпиадинский ГОК,100000058911,Бульдозер D63E-12 №53,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,11-RUD-CGTR-SETT-UCTT-BZ57,Бульдозер гусеничный №53,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,22.10.2014
139,Олимпиадинский ГОК,100000058912,Бульдозер D63E-12 №54,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,11-RUD-CGTR-SETT-UCTT-BZ58,Бульдозер гусеничный №54,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,22.10.2014
140,Олимпиадинский ГОК,100000058929,Погрузчик фронтальный WA500-3 №52,E17_11,Погрузчики фронтальн,Погрузчики фронтальные,11-RUD-CGTR-SETT-UCTT-LF28,Погрузчик фронтальный №52,11-RUD-CGTR-SETT-UCTT-LIFT,Оборудование грузоподъемное,01.10.2012
141,Олимпиадинский ГОК,100000058900,Бульдозер D375A-5 №42,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,11-RUD-CGTR-SETT-UCTT-BZ49,Бульдозер гусеничный №42,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,31.12.2014
